model_type,config_name,num_classes,epochs,batch_size,learning_rate,weight_decay,best_val_acc,test_loss,test_acc,weighted_precision,weighted_recall,weighted_f1,total_params,trainable_params,model_size_MB,avg_epoch_time_sec,total_training_time_sec,device
resnet18,ResNet-18 pretrained frozen backbone,5,30,32,0.001,0.0001,91.7910447761194,0.37703425735235213,88.80597014925372,0.9046175373134329,0.8880597014925373,0.8896050881125508,11179077,2565,42.68156814575195,15.233636935551962,776.1034996509552,cuda
