model_type,config_name,num_classes,epochs,batch_size,learning_rate,weight_decay,best_val_acc,test_loss,test_acc,weighted_precision,weighted_recall,weighted_f1,total_params,trainable_params,model_size_MB,avg_epoch_time_sec,total_training_time_sec,device
custom_cnn,Custom CNN from scratch,5,30,32,0.002,0.0001,85.07462686567165,0.5620210528373718,79.1044776119403,0.7978079253150399,0.7910447761194029,0.7923116535947902,422917,422917,1.6169929504394531,17.73770615259806,902.5060589313507,cuda
custom_cnn,Custom CNN from scratch,5,30,32,0.0009,0.0001,84.32835820895522,0.6338097989559174,78.35820895522389,0.8106563228231924,0.7835820895522388,0.7888818886130124,422917,422917,1.6169929504394531,18.727619727452595,939.5431416034698,cuda
custom_cnn,Custom CNN from scratch,5,30,32,0.0011,0.0001,85.07462686567165,0.5598612427711487,80.59701492537313,0.8170274830165014,0.8059701492537313,0.806652795725133,422917,422917,1.6169929504394531,18.55688683986664,925.6168837547302,cuda
