model,seq_len,hidden_size,layers,final_train_loss,final_val_loss,final_val_acc,time_sec,trainable_params,model_size_MB,estimated_ops
transformer,20,64,2,1.5466734434289022,1.4760358437716243,0.5449915947551272,8353.615841627121,108353,0.4182167053222656,710720
transformer,30,64,2,1.535636677689338,1.468239716018539,0.550165192560283,8258.297845363617,108353,0.4206581115722656,1102400
transformer,50,64,2,1.5249187107485314,1.4614175146705313,0.5503364429840094,10070.91047167778,108353,0.4255409240722656,1962560
